AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	JACKSON COUNTY (120)	GANADO ISD (120-902)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	JACKSON COUNTY (120)	INDUSTRIAL ISD (120-905)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	KARNES COUNTY (128)	KENEDY ISD (128-902)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	KARNES COUNTY (128)	RUNGE ISD (128-903)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	LAVACA COUNTY (143)	EZZELL ISD (143-906)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	LAVACA COUNTY (143)	HALLETTSVILLE ISD (143-901)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	LAVACA COUNTY (143)	MOULTON ISD (143-902)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	LAVACA COUNTY (143)	SHINER ISD (143-903)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	LAVACA COUNTY (143)	SWEET HOME ISD (143-905)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	LAVACA COUNTY (143)	VYSEHRAD ISD (143-904)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	MATAGORDA COUNTY (158)	BAY CITY ISD (158-901)	Printed Date:  6/26/2026	Page -1 of 1
AskTED	Districts Served by Regional Education Service Centers	Districts Served by Regional Education Service Centers	REG 3 EDUCATION SERVICE CENTER (235-950)	MATAGORDA COUNTY (158)	MATAGORDA ISD (158-904)	Printed Date:  6/26/2026	Page -1 of 1
